,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
177,False,/76rh9uQWW0LmdCGe8kMwDbSbLB9.jpg,"[28, 53]",291276,en,Unlocked,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised...",18.343,/fBDLdEraxCBKGmOPb6pJPYiDQh1.jpg,2017-04-27,Unlocked,False,6.2,926
178,False,,"[80, 18, 9648, 53]",301526,en,Godzone,"Two friends try to re-unite by going on a road-trip to the forests and mountains. Their attempt to reconcile does not go easy due to the secrets they hold, and a shocking revelation ends their journey.",0.629,/eQO3RJFyaDW5WbKyzeupBshbXs1.jpg,2017-12-08,Godzone,False,0.0,1
179,False,/eQ3lE3R8VoYZ0XRqQWwuyMBkDEn.jpg,"[28, 53]",302150,en,The Hunter's Prayer,An assassin forges an unlikely partnership with one of his targets: a woman seeking revenge for the murder of her family.,18.298,/d5MEdS2Q1HpZyqaRZ54VrzHfq4G.jpg,2017-06-08,The Hunter's Prayer,False,5.7,326
180,False,,[],504180,en,Animal Moribus,A friendly couple and some punks are traveling through a mysterious route without knowing that a hideous humanoid creature is lurking.,0.6,/aWbJbKmltmTupbOX7wiY6Arfh1A.jpg,2017-08-31,Animal Moribus,False,0.0,0
181,False,,"[18, 80]",504183,en,Clean Sweep,"Two hitmen, Ray and Mick, are ordered to kill a man who has wronged their boss. The pair soon find out that the man they are after is more than he appears to be.",0.6,/oWxQsnGEaSodY0Q5eTL6a6oTsE5.jpg,2017-04-20,Clean Sweep,False,0.0,0
182,False,/i41uKiIwt3v4Fk6RjMTcHwHAWb1.jpg,"[18, 27]",504202,en,Dogwatch,A security guard working the night shift at a strange apartment complex begins to discover that all is not as it seems.,0.6,/nZphYa3ESAthJNDTWMR7afztmfy.jpg,2017-11-30,Dogwatch,False,8.0,1
183,False,,[99],504237,en,Alexithymia,What's it like to feel no emotion?,0.6,/qGYFS17yMSDDFK3qAL2HzvrnUDn.jpg,2017-11-22,Alexithymia,False,8.0,1
184,False,,[],504242,en,Carol's Last Chance,A soon-to-be father spends what may be a final night of freedom out on the town with his longtime friends.,0.6,/b9N8T3KPiQ4uDay9uke9AXDAx1L.jpg,2017-07-18,Carol's Last Chance,False,0.0,0
185,False,/jFbbYRDgEygLGCAFYAN1xFDVwUY.jpg,[99],504249,en,The Strange Name Movie,"How do perfectly ordinary, normal people cope with the extraordinary challenge of an embarrassing, provocative, famous or unbelievable name? This documentary examines the phenomena of ""strange names.""",1.387,/avjcymVAjoLyJUwn6f9FDSA4HlU.jpg,2017-12-12,The Strange Name Movie,False,6.3,6
186,False,/lrrcAu02W0PeoUqc2n4LaJoKp7D.jpg,"[18, 10770]",504275,fr,La soif de vivre,"Lisa, a mother of two, is gradually being consumed by her alcoholism while her husband Vincent is busy with his career and underestimates the gravity of the situation, simply avoiding the subject.",2.642,/tkiq6ShtCx9iwPUDxrs4lXpUAHj.jpg,2017-02-04,Thirst for Life,False,7.4,8
187,False,,[99],504287,ru,Мисс СССР 2017,"In 2017, for the fifth time in London, a beauty contest was held among immigrant girls from the former republics of the Soviet Union-MISS USSR Great Britain. For six months, overcoming rivalry, political pressure, misunderstanding of society and relatives, the girls were preparing for the most glamorous show in the Russian - speaking community of the UK-the final of the competition. And all this to win the title of the most beautiful girl in the country, which is not.",0.6,,2017-12-01,MISS USSR 2017,False,0.0,0
188,False,/49R3cDL1JsVyenR18iFi3pp1y7m.jpg,"[35, 18]",504290,en,Intercourse,"A couple wakes up in bed together; they start making out and he wants to take things further, but she’s not in the mood. A passing joke about paying for her to change her mind turns serious and afterwards, they have a hard time coming to terms with how this has changed their relationship.",1.516,/z1HT0Z13qFliM8FGyYwFwIElNeu.jpg,2017-10-26,Intercourse,False,6.0,10
189,False,,[18],503701,en,Highheels: Kodawari ga unda otogibanashi,"In a distant future, humans make the switch to android life. They abolish 'flaws' such as complicated human needs and traits such as the ability to possess and express emotion. However, a system glitch causes 'desire' to resurface in some, including Kai (Rinko Kikuchi; Pacific Rim, Babel), an android shoe-maker. Kai begins to feel an obsession with her craft, like what human beings used to have. One day, an android customer orders Kai to create a special pair of heels. Shut in the atelier, Kai remakes the shoes over and over again until it's perfect. When the customer returns, Kai finds out that one shoe doesn't quite fit. But just as Kai promised to put more work into the pair of shoes, another customer comes to demand her own special pair too.",0.878,/un8XnKNBx5PR6aIKhziOL2vqcxm.jpg,2017-06-24,Highheels: Kodawari ga unda otogibanashi,False,4.0,1
190,False,,[99],503712,en,Born in Deir Yassin,"The evolution of the village of Deir Yassin, which was conquered in a highly controversial and pivotal battle in 1948, and which turned into the government-owned psychiatric hospital in 1951. (IMDb)",0.6,/hUKJ77yq3FXJhLkiUpPNIYPbYW6.jpg,2017-11-08,Born in Deir Yassin,False,6.3,3
191,False,/tLAYqqrkaQzi6JgaSLJvfTwil1J.jpg,[99],503718,en,T2: Reprogramming The Terminator,"This retrospective documentary focuses on the cast and crew reminiscing about the making of the film and its legacy. It features new interviews James Cameron, William Wisher, Arnold Schwarzenegger, Robert Patrick, Joe Morton, Edward Furlong, Brad Fiedel, Mario Kassar, Stephanie Austin, Adam Greenberg and Dennis Muren.",4.058,/vQUbuyFslWuRfCd44uaba9Qf0ev.jpg,2017-11-23,T2: Reprogramming The Terminator,False,7.9,10
192,False,/69p5Xh8bMajIiA39pAdisJcaleR.jpg,"[16, 35]",503720,ca,Woody & Woody,"One night in New York, a young Woody Allen meets an old Woody Allen having a drink in a bar. Briefly amazed by this impossible situation, they immediately begin to talk about love, sex, religion and death.",0.6,/aRqHt5IcGVcovndjRxbPPZgY1Ag.jpg,2017-05-09,Woody & Woody,False,8.0,1
193,False,,[99],503746,de,Heimweh,After 21 years I return to my city of birth in order to find out what would have occured to my family if we hadn't fled the war.,0.6,,2017-08-15,Nostalgia,False,0.0,0
194,False,,[99],503777,pt,Reginaldo Rossi: Meu Grande Amor,,1.159,/cHYZaaGfh7u0yKBfeaxNayiZ2Fe.jpg,2017-12-10,Reginaldo Rossi: Meu Grande Amor,False,9.8,2
195,False,,[35],503806,fr,Ahmed Sylla: la force comique,,0.6,/owAMDSRgcO9lJVH6GAMpysRGsj6.jpg,2017-12-03,Ahmed Sylla: la force comique,False,0.0,0
196,False,,"[99, 18]",503809,en,Girl Fact,"In the east of the Democratic Republic of the Congo, rape has been used as a weapon of war for more than 15 years. Martha writes a teenage girl’s guide to surviving sex slavery.",0.6,/lsqptUwg91l7iu2kd70ubuE0Cu8.jpg,2017-04-29,Girl Fact,False,4.0,1
197,False,/sB9g0756dSWYiBu47fh9dvKjOup.jpg,[35],421833,en,Brave New Jersey,"A comedy that tells the story of a small New Jersey town on the night of Orson Welles' famed 1938 War of the Worlds radio broadcast, which led millions of listeners to believe the U.S. was being invaded by Martians.",2.345,/rCDTWX51Xk4yUJOpOd6niIUdptG.jpg,2017-08-04,Brave New Jersey,False,4.9,14
198,False,/uPcAiL3uTupnUOcqeSabnlBdfvu.jpg,"[53, 9648]",421879,en,Beach House,"Emma's quiet beach retreat takes an unsettling turn with the arrival of an enigmatic artist out of her mother's past. He challenges, enthralls, and frightens her, as she comes to suspect him of a terrible crime.",3.925,/nYz6aON2AvKXZNZAnI0pAiV0ZeX.jpg,2017-10-20,Beach House,False,5.6,8
199,False,/l0YuipTOrOwjiys2Xsdjn6ybsoR.jpg,"[35, 18]",421883,es,Mala junta,A rebellious young man nicknamed Tano and a shy Mapuche boy named Cheo bond together by facing the violence and prejudice they carry during their complicated adolescence.,1.953,/jvqR71EvySFXJ3gcZakJEjLz3wv.jpg,2017-05-11,Bad Influence,False,6.2,13
200,False,/vxRmrWb68HDGzSr08rDxWNK1WcL.jpg,"[18, 28, 80]",333384,en,Lowriders,"A young street artist in East Los Angeles is caught between his father's obsession with lowrider car culture, his ex-felon brother and his need for self-expression.",7.734,/mafycJVTwbsArAycD9yv1KzeAxH.jpg,2017-04-28,Lowriders,False,6.7,87
201,False,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,"[28, 12, 14]",297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,70.038,/lTAmu88GzRysbbA85ib2KB1jLGg.jpg,2017-05-30,Wonder Woman,False,7.2,18163
202,False,/lAj5vB0r5pu9SqB1Eu0XJQ7fnhT.jpg,"[18, 9648, 10749]",301372,en,Voice from the Stone,Verena is a nurse who arrives at an old mansion in Italy to help a young boy who has fallen silent since the sudden passing of his mother.,12.817,/6pJseCfsd90nA26Jz1HTSuyRzGz.jpg,2017-04-28,Voice from the Stone,False,5.6,420
203,False,/pSvctlyfb7Rfd3Z08KRlPijQQPV.jpg,"[18, 28, 80]",308149,en,The Beautiful Ones,A retelling of Romeo and Juliet set within the Los Angeles underworld.,3.571,/kjy1obH5Oy1IsjTViYVJDQufeZP.jpg,2017-07-14,The Beautiful Ones,False,6.9,6
204,False,/A1h8T4gIVwQFomMUaMF7Yah7K9R.jpg,"[28, 53]",348389,en,Stratton,A British Special Boat Service commando tracks down an international terrorist cell.,10.486,/mibBHS9mVV2z5rdeFdOkH94Sw1c.jpg,2017-07-06,Stratton,False,5.0,187
205,False,/2yQR9uPhpWKLsMQDg070iNpFTwK.jpg,"[35, 18]",348391,en,Speech & Debate,"Frustrated by the hypocrisy they see in their parents, teachers, and the entire school board, an unlikely trio set out to find a common truth and make their voices heard as they revive a defunct school club and take on the world.",7.154,/566T3mHSAxCgWiUmH88Mv7P1tcb.jpg,2017-04-07,Speech & Debate,False,5.9,80
206,False,/5HoPEjUhVIqf1x4xMTdjwnAKSuV.jpg,[18],287904,en,The Last Face,"Miguel, a heroic Spanish doctor, puts himself in harm's way to deliver medical treatment to the victims of military uprisings in Africa.",8.22,/egOM3BJgA44fR6YdiQJD51iQ4On.jpg,2017-01-11,The Last Face,False,5.6,173
207,False,/xz9M8ex2jh7y9aT8Fr8JkIhrWXh.jpg,"[27, 35]",289708,en,Cute Little Buggers,From the Director of 'DEADTIME' and 'Crying Wolf' comes Cute Little Buggers! Will you let them take our women? It's Gremlins meets Hot Fuzz set in the English countryside. When hostile aliens crash land on local farmland the villagers at the summer ball get suspicious when young women start going missing. The villagers soon band together around our hero Melchoir to fend off the invaders and bring back peace to the sleepy English countryside! B-movie laughs in this creature feature from Director Tony Jopia.,4.872,/A7cP05erl3WAzJPbVq6FsQcaVKI.jpg,2017-02-10,Cute Little Buggers,False,5.3,10
208,False,/g3hni0i9iAQ13jDGOFWavJFlojc.jpg,"[28, 53]",341013,en,Atomic Blonde,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,29.404,/kV9R5h0Yct1kR8Hf8sJ1nX0Vz4x.jpg,2017-07-26,Atomic Blonde,False,6.4,5584
209,False,/jK9Lpsw6BasG6g8VhRRT7ET7VCC.jpg,"[28, 53, 9648]",341050,en,Convergence,"Detective Ben Walls finds himself in a modern day Dante world, passing back and forth between the present and the future. Surrounded by the residents seeking redemption, Ben is left with the task to find a way out.",3.199,/8pvkDjFOcnNwSzLRofXX5G03wzh.jpg,2017-02-05,Convergence,False,4.5,16
210,False,,[99],341090,en,Who Are You People?,"Documentary that explores the making of Close Encounters of the Third Kind in Mobile, Alabama from May 31 to September 2, 1976, as told by the locals that experienced this sci-fi classic.",1.4,/hqaR7pdzVdIW43Ea0WatLqFUX8d.jpg,2017-01-01,Who Are You People?,False,0.0,0
211,False,/yyztx3Sl9AhkdjuWrPBFOnzreNk.jpg,"[35, 10402, 10749, 878]",341689,en,How to Talk to Girls at Parties,"Croydon, 1977. A trio of punk teenagers goes to a party to meet girls, but they find that girls there are very different from what they expected.",10.902,/v6mPfyGshwXd1R6kQlMEyZ8Zu2s.jpg,2017-10-06,How to Talk to Girls at Parties,False,6.1,315
212,False,/llJ9MACqlbqPieWCtPJnWIYrz6i.jpg,"[28, 12, 18]",340442,en,Pilgrimage,In 13th century Ireland a group of monks must escort a sacred relic across a landscape fraught with peril.,21.027,/lR5ilnIzIonItxL5mQPAPzXpwPJ.jpg,2017-04-23,Pilgrimage,False,6.0,234
213,False,,[99],290502,en,All Jokes Aside,"""Laughumentary"" about black comedians in Hollywood.",0.6,/sRXGeHy3Q6fKT0LZu538HjQMETg.jpg,2017-03-22,All Jokes Aside,False,1.0,1
214,False,/gB2xvyQCsKmYhfKdcipyBjmDdsH.jpg,"[10749, 12, 18]",290512,en,The Mountain Between Us,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",31.717,/3XNfYTW4XGscI81nXMSWGsQ8cpu.jpg,2017-10-05,The Mountain Between Us,False,6.6,2059
215,False,/3behgO8Cf5Zen0oRKmeVqjQiKDP.jpg,[18],342870,en,In God's Time,Four characters lives are transformed when they come into contact with a supernatural wristwatch that reveals the light and darkness within and brings forth a higher level of consciousness.,2.533,/rEZz2mf1JJxmVGCQwHvQdM1eStU.jpg,2017-04-14,In God's Time,False,6.5,2
216,False,/rcGg4bZ1SH9ZDuhyWrXNivQaoLk.jpg,[35],352501,en,All Nighter,"When a globe-trotting, workaholic father trying to visit his daughter on a last minute layover in Los Angeles discovers that she’s disappeared, he forces her awkward, nervous ex-boyfriend, still nursing a broken heart, to help him find her over the course of one increasingly crazy night.",10.447,/ciNUrbNv871umQ3IqvIOjet4s4E.jpg,2017-03-10,All Nighter,False,5.8,180
217,False,/3CbZ6VZeNk5VQX9uJQWVTBiKW4b.jpg,"[35, 18, 10749]",336183,pt,Doidas e Santas,"Beatriz is a famous psychoanalyst who teaches others to be happy, but isn't able to be happy herself. Things take a turn when her mother's death takes her traveling with her sister to Buenos Aires to comply with the unusual directives she left in her will.",1.089,/g9rZfeezKKcgy1Iw3Kd1sbuQHA9.jpg,2017-08-24,Doidas e Santas,False,4.0,8
218,False,/mV3oFo6KrZHkP9ofNXPBquJnLiz.jpg,[35],336890,en,Goon: Last of the Enforcers,"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.",13.251,/emio9KDrLXqqX4wXa4YTacBQXG.jpg,2017-03-17,Goon: Last of the Enforcers,False,5.7,259
219,False,,"[27, 53]",335003,en,A Room to Die For,When a broke young couple rent a room in an elderly couples London house it becomes apparent no one is what they really seem.,2.789,/7MSPDL6HbbTcQ7hf7zC5f51zvG6.jpg,2017-01-16,A Room to Die For,False,4.5,4
220,False,/w2oJlOii8mpRv3QnnBILd0icuc3.jpg,"[14, 35, 878]",421227,en,Neil Stryker and The Tyrant of Time,"In a madcap future era, the world's greatest secret agent, Neil Stryker, struggles to rescue his young son from the clutches of his infamous former mentor.",2.652,/e5DRu05NhWC9LXYd1AogEZy63QH.jpg,2017-04-11,Neil Stryker and The Tyrant of Time,False,5.4,5
221,False,/tK6kOib3N4bjuUrX5jYxsINEKlp.jpg,"[10749, 18, 35]",421242,id,Promise,"As an introverted college student catches the eye of a new friend in Italy, his estranged buddy visits and brings a surprise with him.",0.676,/4Z9BV9x0vPL3HMdkZD0ebb2G3Ea.jpg,2017-01-05,Promise,False,10.0,1
222,False,/fSn10QoU2ck8k5LU4u2FwqlZuir.jpg,[99],421297,en,Milwaukee 53206,"53206: a Milwaukee zip code where 62% of the adult male residents have spent time behind bars.  A character-driven, immersive ensemble helps tell the stories behind the statistic.",0.628,/u1aDBE5Rm3k1X47UVxxjmtnTXp7.jpg,2017-04-01,Milwaukee 53206,False,1.0,1
223,False,/9P2Axh6WmiEmtECRTSrm6g6Z47S.jpg,[99],509558,en,The Man Who Shot Tutankhamun,"This is the story of an unsung hero of photography: Harry Burton, the man whose images of the Tutankhamun excavation created a global sensation in the 1920s. Explore the spectacular locations where Burton worked, including Tutankhamun’s tomb and the surrounding temples.",2.12,/ohHwwahhaZiNynwpxw2kzFAFm4h.jpg,2017-01-01,The Man Who Shot Tutankhamun,False,6.8,4
224,False,,[27],509564,en,The Demonic Doll,Rose finds a creepy doll in her basement along with a series of mysterious tapes. As she listens to the recordings she starts to notice strange happenings in the house and the doll seems to move around on its own. She begins to realise she is not alone and the doll is haunted by a terrifying demon that wants her soul.,1.205,/wARuk7tUtzxMwkYPt49v1scpsB5.jpg,2017-08-23,The Demonic Doll,False,3.0,2
225,False,/k3peODuzrYeAeOM8luGic6pXJa8.jpg,"[10749, 35]",509597,tl,Magbuwag Ta Kay...,A romantic comedy detailing the funny and quirky last 30 days of a relationship between two college sweethearts who attempt to break up without the drama.,0.633,/e2ZMfcbYfODrlCp80sKTxDQpLR0.jpg,2017-11-30,Magbuwag Ta Kay...,False,8.0,1
226,False,,[99],509601,de,Zaunkönig: Tagebuch einer Freundschaft,"Martin indulged in his excessive use of drugs. He recorded his frenzied life in his diaries while his friend Ivo passionately captured everything on film with his Super 8 camera. Both sought for the absolute – average was not an option. Through the lens of this journal, Ivo Zen tells the story of his generation, a story about friendship and the desire to fly higher than anybody else.",1.537,/tMibE8IiAjiuoLEjaL1YB4GTMls.jpg,2017-02-09,King of the Airs: Notes on a Friendship,False,0.0,0
227,False,/qOiY6WjPpRxtTiQgCjBGMnb9RwS.jpg,[],509607,en,Our Violent Sun,"Our Sun could erupt at any moment, spewing a vast wave of charged particles toward Earth that could leave millions of people without power for up to a year.  Learn about the latest missions to protect our planet from this potentially devastating threat.",1.097,/scB0Pi07Kcr3K8uQcZFbspDg1U6.jpg,2017-01-01,Our Violent Sun,False,0.0,0
228,False,,[],509612,en,Brighton: 50 Years of Gay,Broadcaster and gay rights activist Simon Fanshawe examines the impact of the Sexual Offences Act 1967 and the fight for equality through the extraordinary story of his hometown of Brighton.,0.628,/cpjUYrhUvPd5C72FfRjxEaa4XxR.jpg,2017-07-31,Brighton: 50 Years of Gay,False,6.0,1
229,False,/x5mgL1tJgjbtVYmvAcPnonedcC5.jpg,[],509623,en,The Eighth Continent: Zealandia,Geologists in New Zealand created a stir earlier this year when they declared their discovery of the eighth continent of the world.  Learn how was it formed and how something so massive could remain undetected until now.,0.6,/sXLQ1ODJwisQpTJ1hZBrcCLitVs.jpg,2017-01-01,The Eighth Continent: Zealandia,False,0.0,0
230,False,,[18],509652,ru,Крым наш,"A black comedy rhyming harsh allusions to the ""Russian spring"" with a private wedding story.",0.6,/y0B1OEnqzL5lToYJ68AK21dHBxH.jpg,2017-12-08,Crimea Is Ours,False,0.0,0
231,False,,[99],509142,fr,ISS : mégastructure de l'espace,,0.854,/5hqpyIV6mZg0C4kf8i21Sa3lI2g.jpg,2017-06-29,ISS : mégastructure de l'espace,False,0.0,0
232,False,/2ex1vKGAjaEfEESdUOTF9rfIZva.jpg,[27],509166,en,Doll Murder Spree,A group of college students join their teacher for a weekend of filming for extra credit. Documenting the local Hell House that's haunted by the family who were murdered there. Little do they know they would be trying to survive the night.,1.349,/p1a46MA2Syao0EJegZChkPCPObs.jpg,2017-10-24,Doll Murder Spree,False,0.0,0
233,False,/oqffsVQ51ZFGKmTwKZiUGXafwV1.jpg,"[27, 53]",509174,en,Long Gone,Reporter Chris (Drew Horsley) and junior photographer Amanda (Hannah Walker) venture to the countryside in search of the truth surrounding the disappearance of Heather Langford and two police officers involved in the case.,0.6,/4gno6exmjxDrgs0nM3OZzssxWMp.jpg,2017-08-04,Long Gone,False,0.0,0
234,False,,[],509176,en,The Loneliest Boy Band,Dusty Jacobson is as excited about finally having a date as he is about boy bands but will HungBrad show up?,0.6,/gQlIepGF4ERNcdkayp67uHC4KBD.jpg,2017-08-31,The Loneliest Boy Band,False,0.0,0
235,False,,[],509194,en,Sundown,An indie comedy about a family dealing with the ravages and absurdities of dementia.,0.6,/bzlKFcgBaoUxFYa3SU2IUMN6I3h.jpg,2017-08-03,Sundown,False,0.0,0
236,False,/dQjieeTf1TBhbUuxKHLgX4vSoOC.jpg,[],509201,en,CBeebies Presents: The Snow Queen,Stage musical adaptation of Hans Christian Andersen’s iconic tale in which brave village girl Gerda sets out to rescue her best friend Kai before the Snow Queen freezes him forever.,0.6,/r4P35SgJ0L48LlR9tEXi5Su6hhn.jpg,2017-12-15,CBeebies Presents: The Snow Queen,False,5.0,2
237,False,/7FZXMJ6gVgyi5nW1Gn6pf1c2Syz.jpg,"[12, 10751, 14]",509203,en,CBeebies Goldilocks and the Three Bears,Join Mr Bloom and the Tiddlers as they accept an invitation to tea!,0.6,/qYPTKe8hZTL3US27c6gUP0rqxVa.jpg,2017-04-17,CBeebies Goldilocks and the Three Bears,False,0.0,0
238,False,,[35],509217,ru,Хороший день,"Abdul, a young driver from Central Asia, forgets all his previous problems, when a pregnant Lena jumps into his yellow taxi, with her waters about to burst. First, the young man must learn to answer to the name 'Misha' (Lena is used to it), and then - deliver the baby in extreme conditions, that is - an ordinary Moscow traffic jam. Participants in the congestion, including one foreigner and one pensioner, also have to take part in the operation. 'Good Day' is the directorial debut of singer and actress Dasha Charusha in the short romantic comedy genre.",1.129,/zE4plcd9axP3EK643YqymZIJvdV.jpg,2017-12-11,Good Day,False,5.0,1
239,False,,[18],509220,en,Bitchboy,"Dark family secrets come to light, and when opportunity comes, Lukas seeks revenge.",0.6,/sYMkze5RK1jWISW1saeeRxcAIzp.jpg,2017-06-01,Bitchboy,False,0.0,0
240,False,/9OZ73xr3UudPw9bk4FprgBrviYC.jpg,"[35, 12, 80]",146834,en,After School Special,Two high school kids mentored by a nightclub owner go on a mission to find their classmate when she is kidnapped by a secret society.,5.364,/8jk3vOYqcISvtIbhxqTmuQ57lw6.jpg,2017-05-30,After School Special,False,3.3,8
241,False,/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg,"[878, 27, 9648]",126889,en,Alien: Covenant,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",62.008,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,2017-05-09,Alien: Covenant,False,6.1,7377
242,False,/AeMtzbw7shxtLvwKKqeITabpTrD.jpg,"[10751, 12, 16, 35]",137116,en,Smurfs: The Lost Village,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",32.057,/swt9crREg1UcKgg3wGWfoFNlXOz.jpg,2017-03-23,Smurfs: The Lost Village,False,6.3,1243
243,False,/cnJZFRsHGzZx5g4OukEJzmCHdba.jpg,"[12, 18, 10749]",218278,nl,Drawing Home,"Boston in the 1920s. A young East Coast debutante is dating the most eligible bachelor in the world, John D. Rockefeller III. Her future seems set: a dream life in the upper echelons of society. But when she least expects it, she meets a young painter from one of the most beautiful places on Earth, the Canadian Rocky Mountains. Their worlds are polar opposites. As their attraction turns their lives upside down, they soon face a universal question: Can you find ""home"" in another person?",0.6,/14bMxZh6XfIsHXx0XiLo0P5TQtP.jpg,2017-12-01,Drawing Home,False,0.0,0
244,False,/bCgWh5ZG9ZrFlxcCLty6w4JMQwX.jpg,"[18, 35]",291188,en,Austin Found,A woman who is fed up with her mundane lifestyle hatches a scheme to make her family instant celebrities by having her ex-boyfriend kidnap her 11-year-old daughter for a month.,3.228,/mQrwpYJ7qsAb0rjIoD117aaJPfI.jpg,2017-07-07,Austin Found,False,6.5,11
245,False,/76rh9uQWW0LmdCGe8kMwDbSbLB9.jpg,"[28, 53]",291276,en,Unlocked,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised...",18.343,/fBDLdEraxCBKGmOPb6pJPYiDQh1.jpg,2017-04-27,Unlocked,False,6.2,926
246,False,/mSxcV9hHUwtjLWBRQRO8qtGE0C0.jpg,"[16, 99, 27]",300375,en,Borley Rectory,"An animated documentary chronicling famed paranormal investigator Harry Price’s research at Borley Rectory, renowned as the ‘most haunted house in England’.",2.479,/486FoDLYeLF3WiTHxTlcnn3VGQv.jpg,2017-06-06,Borley Rectory,False,5.3,9
247,False,/6nadkwB1izwEQ0uXrsRDV4iEz3H.jpg,[35],298037,en,McDick,When the world's worst cop is fired he becomes the world's worst private detective. For reasons unknown he finds himself the target of every criminal in town. He must overcome his incompetence and several character defects to solve the case and save his life.,2.11,/lMc80nvQPsggiyzq3c7tOEuECf5.jpg,2017-10-07,McDick,False,8.0,5
248,False,/lrNKm3HNvGdZoAfiBKu7b04FLHN.jpg,[18],316029,en,The Greatest Showman,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",32.093,/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg,2017-12-20,The Greatest Showman,False,7.9,8394
249,False,/6fc2nrtXuySU4dH8gZ1Qv4C2RWV.jpg,[12],295462,es,Acapulco La vida va,"Mariano has three reasons to invite Antonlín Fair to visit Acapulco since the last 50 years. The first one because they were his best friends during high school, the second one because he has serious intentions to find Carmen Madrigal, a woman from Acapulco who was the love of his youth, and the third one he rather not say, but it is the reason he carries a pistol and three bullets in his suitcase.",1.683,/q1kXaT7XQ1WLs3BwSYLHHnT44YW.jpg,2017-01-20,Acapulco La vida va,False,6.0,8
250,False,/z8JQ5VmlCENjQoEBp2vLP2EqGLz.jpg,[18],310549,es,La lengua del sol,"Emilia and Ramiro, enjoy the simple pleasures of life. But there is something off about the general atmosphere of the loft, the city, the planet. You can sense this strangeness being present all the time. And Emilia´s and Ramiro's agreement to –not talk about it- is very clear. But it seems as if there is always something pushing them to bring up the subject. The Tongue of The Sun is a story of the end of our planet and how two ordinary people that live an extraordinary love generate the genesis needed to give the human race a new chance. In the mysterious alchemy that is love; lies the last hope that human beings have of transcending the inevitable end of the world.",0.953,/t87zsKyNQTmvCWFewysvAYaEue.jpg,2017-08-20,La lengua del sol,False,5.5,4
251,False,/4mlS1MitcOqdPLhxEFyk9Qwf5rr.jpg,"[16, 12, 35, 10751]",260514,en,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",92.032,/fyy1nDC8wm553FCiBDojkJmKLCs.jpg,2017-06-15,Cars 3,False,6.8,4780
252,False,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,"[28, 12, 14]",297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,70.038,/lTAmu88GzRysbbA85ib2KB1jLGg.jpg,2017-05-30,Wonder Woman,False,7.2,18163
253,False,,"[80, 18, 9648, 53]",301526,en,Godzone,"Two friends try to re-unite by going on a road-trip to the forests and mountains. Their attempt to reconcile does not go easy due to the secrets they hold, and a shocking revelation ends their journey.",0.629,/eQO3RJFyaDW5WbKyzeupBshbXs1.jpg,2017-12-08,Godzone,False,0.0,1
254,False,/3uQh2dqjr0aNQg6dAKtdubJCkOZ.jpg,[35],306943,en,The Outcasts,"After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",10.688,/44jotbmLRwHSIcd4wVAYCVmli8D.jpg,2017-04-14,The Outcasts,False,6.2,465
